Move Sequence,FEN,Evaluation,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination
e2e4 e7e6 g1f3 d7d5 e4d5,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,0.12,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5,rnbqkbnr/ppp2ppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,0.17,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4,rnbqkbnr/ppp2ppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,0.08,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6,rnbqk1nr/ppp2ppp/3b4/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,0.23,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3,rnbqk1nr/ppp2ppp/3b4/3p4/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 2 5,0.07,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7,rnbqk2r/ppp1nppp/3b4/3p4/3P4/3B1N2/PPP2PPP/RNBQK2R w KQkq - 3 6,0.11,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1,rnbqk2r/ppp1nppp/3b4/3p4/3P4/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 4 6,0.1,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5,rn1qk2r/ppp1nppp/3b4/3p1b2/3P4/3B1N2/PPP2PPP/RNBQ1RK1 w kq - 5 7,0.46,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5,rn1qk2r/ppp1nppp/3b4/3p1B2/3P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 7,0.43,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5,rn1qk2r/ppp2ppp/3b4/3p1n2/3P4/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,0.4,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3,rn1qk2r/ppp2ppp/3b4/3p1n2/3P4/3Q1N2/PPP2PPP/RNB2RK1 b kq - 1 8,0.46,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7,rn2k2r/pppq1ppp/3b4/3p1n2/3P4/3Q1N2/PPP2PPP/RNB2RK1 w kq - 2 9,0.4,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1,rn2k2r/pppq1ppp/3b4/3p1n2/3P4/3Q1N2/PPP2PPP/RNB1R1K1 b kq - 3 9,0.5,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7,rn2k2r/pppqnppp/3b4/3p4/3P4/3Q1N2/PPP2PPP/RNB1R1K1 w kq - 4 10,0.41,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5,rn2k2r/pppqnppp/3b4/3pN3/3P4/3Q4/PPP2PPP/RNB1R1K1 b kq - 5 10,0.07,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5,rn2k2r/pppqnppp/8/3pb3/3P4/3Q4/PPP2PPP/RNB1R1K1 w kq - 0 11,0.16,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5,rn2k2r/pppqnppp/8/3pP3/8/3Q4/PPP2PPP/RNB1R1K1 b kq - 0 11,0.11,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6,rn2k2r/pp1qnppp/2p5/3pP3/8/3Q4/PPP2PPP/RNB1R1K1 w kq - 0 12,0.16,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4,rn2k2r/pp1qnppp/2p5/3pP3/2P5/3Q4/PP3PPP/RNB1R1K1 b kq - 0 12,0.27,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4,rn2k2r/pp1qnppp/2p5/4P3/2p5/3Q4/PP3PPP/RNB1R1K1 w kq - 0 13,0.37,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4,rn2k2r/pp1qnppp/2p5/4P3/2Q5/8/PP3PPP/RNB1R1K1 b kq - 0 13,0.43,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5,rn2k2r/pp1q1ppp/2p5/3nP3/2Q5/8/PP3PPP/RNB1R1K1 w kq - 1 14,0.54,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3,rn2k2r/pp1q1ppp/2p5/3nP3/2Q5/2N5/PP3PPP/R1B1R1K1 b kq - 2 14,0.54,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6,rn2k2r/pp3ppp/2p1q3/3nP3/2Q5/2N5/PP3PPP/R1B1R1K1 w kq - 3 15,0.68,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4,rn2k2r/pp3ppp/2p1q3/3nP3/2Q1N3/8/PP3PPP/R1B1R1K1 b kq - 4 15,0.36,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7,r3k2r/pp1n1ppp/2p1q3/3nP3/2Q1N3/8/PP3PPP/R1B1R1K1 w kq - 5 16,1.65,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6,r3k2r/pp1n1ppp/2pNq3/3nP3/2Q5/8/PP3PPP/R1B1R1K1 b kq - 6 16,1.7,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7,r6r/pp1nkppp/2pNq3/3nP3/2Q5/8/PP3PPP/R1B1R1K1 w - - 7 17,2.15,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7,r6r/pN1nkppp/2p1q3/3nP3/2Q5/8/PP3PPP/R1B1R1K1 b - - 0 17,1.71,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5,r6r/pN2kppp/2p1q3/3nn3/2Q5/8/PP3PPP/R1B1R1K1 w - - 0 18,3.69,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5,r6r/pN2kppp/2p1q3/2Qnn3/8/8/PP3PPP/R1B1R1K1 b - - 1 18,4.22,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7,r6r/pN1k1ppp/2p1q3/2Qnn3/8/8/PP3PPP/R1B1R1K1 w - - 2 19,3.63,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4,r6r/pN1k1ppp/2p1q3/2Qnn3/5B2/8/PP3PPP/R3R1K1 b - - 3 19,2.89,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6,r6r/pN1k2pp/2p1qp2/2Qnn3/5B2/8/PP3PPP/R3R1K1 w - - 0 20,3.05,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6 f4e5,r6r/pN1k2pp/2p1qp2/2QnB3/8/8/PP3PPP/R3R1K1 b - - 0 20,2.56,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6 f4e5 f6e5,r6r/pN1k2pp/2p1q3/2Qnp3/8/8/PP3PPP/R3R1K1 w - - 0 21,2.91,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6 f4e5 f6e5 a1d1,r6r/pN1k2pp/2p1q3/2Qnp3/8/8/PP3PPP/3RR1K1 b - - 1 21,2.2,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6 f4e5 f6e5 a1d1 a8b8,1r5r/pN1k2pp/2p1q3/2Qnp3/8/8/PP3PPP/3RR1K1 w - - 2 22,5.25,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6 f4e5 f6e5 a1d1 a8b8 c5a7,1r5r/QN1k2pp/2p1q3/3np3/8/8/PP3PPP/3RR1K1 b - - 0 22,4.79,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6 f4e5 f6e5 a1d1 a8b8 c5a7 b8a8,r6r/QN1k2pp/2p1q3/3np3/8/8/PP3PPP/3RR1K1 w - - 1 23,16.05,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 c8f5 d3f5 e7f5 d1d3 d8d7 f1e1 f5e7 f3e5 d6e5 d4e5 c7c6 c2c4 d5c4 d3c4 e7d5 b1c3 d7e6 c3e4 b8d7 e4d6 e8e7 d6b7 d7e5 c4c5 e7d7 c1f4 f7f6 f4e5 f6e5 a1d1 a8b8 c5a7 b8a8 b7c5,r6r/Q2k2pp/2p1q3/2Nnp3/8/8/PP3PPP/3RR1K1 b - - 2 23,16.2,1925,1685,1-0,C00,French Defense: Knight Variation,240+0,Normal
e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.12,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.26,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0.21,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.3,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.35,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4,rnbqkbnr/ppp2ppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.34,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4,rnbqkbnr/ppp2ppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,0.3,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6,rnbqkb1r/ppp2ppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,0.41,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3,rnbqkb1r/ppp2ppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,0.35,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7,rnbqk2r/ppp1bppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,0.33,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3,rnbqk2r/ppp1bppp/3p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 4 6,0.2,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8,rnbq1rk1/ppp1bppp/3p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQ - 5 7,0.16,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2,rnbq1rk1/ppp1bppp/3p1n2/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQ - 6 7,0.18,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7,r1bq1rk1/pppnbppp/3p1n2/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQ - 7 8,0.41,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2,r1bq1rk1/pppnbppp/3p1n2/8/3NP3/2N1B3/PPPQBPPP/R3K2R b KQ - 8 8,0.17,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5,r1bq1rk1/ppp1bppp/3p1n2/2n5/3NP3/2N1B3/PPPQBPPP/R3K2R w KQ - 9 9,0.61,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3,r1bq1rk1/ppp1bppp/3p1n2/2n5/3NP3/2N1BP2/PPPQB1PP/R3K2R b KQ - 0 9,0.58,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7,r1bq1rk1/pppnbppp/3p4/2n5/3NP3/2N1BP2/PPPQB1PP/R3K2R w KQ - 1 10,0.94,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1,r1bq1rk1/pppnbppp/3p4/2n5/3NP3/2N1BP2/PPPQB1PP/2KR3R b - - 2 10,0.97,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6,r1bq1rk1/pppnbppp/3pn3/8/3NP3/2N1BP2/PPPQB1PP/2KR3R w - - 3 11,1.06,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1,r1bq1rk1/pppnbppp/3pn3/8/3NP3/2N1BP2/PPPQB1PP/1K1R3R b - - 4 11,0.79,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1 e6d4,r1bq1rk1/pppnbppp/3p4/8/3nP3/2N1BP2/PPPQB1PP/1K1R3R w - - 0 12,0.81,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1 e6d4 e3d4,r1bq1rk1/pppnbppp/3p4/8/3BP3/2N2P2/PPPQB1PP/1K1R3R b - - 0 12,0.48,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1 e6d4 e3d4 d7b6,r1bq1rk1/ppp1bppp/1n1p4/8/3BP3/2N2P2/PPPQB1PP/1K1R3R w - - 1 13,1.11,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1 e6d4 e3d4 d7b6 g2g4,r1bq1rk1/ppp1bppp/1n1p4/8/3BP1P1/2N2P2/PPPQB2P/1K1R3R b - - 0 13,1.03,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1 e6d4 e3d4 d7b6 g2g4 c8e6,r2q1rk1/ppp1bppp/1n1pb3/8/3BP1P1/2N2P2/PPPQB2P/1K1R3R w - - 1 14,1.05,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1 e6d4 e3d4 d7b6 g2g4 c8e6 h2h4,r2q1rk1/ppp1bppp/1n1pb3/8/3BP1PP/2N2P2/PPPQB3/1K1R3R b - - 0 14,1.13,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 c1e3 e8g8 f1e2 b8d7 d1d2 d7c5 f2f3 f6d7 e1c1 c5e6 c1b1 e6d4 e3d4 d7b6 g2g4 c8e6 h2h4 e7h4,r2q1rk1/ppp2ppp/1n1pb3/8/3BP1Pb/2N2P2/PPPQB3/1K1R3R w - - 0 15,2.29,1785,1944,1-0,C41,Philidor Defense: Exchange Variation,300+0,Normal
