Move Sequence,FEN,Evaluation,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7,2kr2nr/1p3q1p/p1pp2pb/Q7/4P3/4B3/PPP2PPP/RN2K2R w KQ - 0 16,0.77,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6,2kr2nr/1p3q1p/p1pp2pB/Q7/4P3/8/PPP2PPP/RN2K2R b KQ - 0 16,0.82,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6,2kr3r/1p3q1p/p1pp2pn/Q7/4P3/8/PPP2PPP/RN2K2R w KQ - 0 17,0.8,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1,2kr3r/1p3q1p/p1pp2pn/Q7/4P3/8/PPP2PPP/RN3RK1 b - - 1 17,0.74,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4,2kr3r/1p3q1p/p1pp2p1/Q7/4P1n1/8/PPP2PPP/RN3RK1 w - - 2 18,0.74,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3,2kr3r/1p3q1p/p1pp2p1/Q7/4P1n1/7P/PPP2PP1/RN3RK1 b - - 0 18,0.68,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5,2kr3r/1p3q1p/p1pp2p1/Q3n3/4P3/7P/PPP2PP1/RN3RK1 w - - 1 19,0.53,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6,2kr3r/1p3q1p/pQpp2p1/4n3/4P3/7P/PPP2PP1/RN3RK1 b - - 2 19,0.34,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4,2kr3r/1p3q1p/pQpp2p1/8/2n1P3/7P/PPP2PP1/RN3RK1 w - - 3 20,0.58,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7,2kr3r/Qp3q1p/p1pp2p1/8/2n1P3/7P/PPP2PP1/RN3RK1 b - - 4 20,0.7,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2,2kr3r/Qp3q1p/p1pp2p1/8/4P3/7P/PnP2PP1/RN3RK1 w - - 0 21,0.81,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8,Q1kr3r/1p3q1p/p1pp2p1/8/4P3/7P/PnP2PP1/RN3RK1 b - - 1 21,-0.58,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7,Q2r3r/1pk2q1p/p1pp2p1/8/4P3/7P/PnP2PP1/RN3RK1 w - - 2 22,-0.64,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7,3r3r/Qpk2q1p/p1pp2p1/8/4P3/7P/PnP2PP1/RN3RK1 b - - 3 22,-0.67,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8,r6r/Qpk2q1p/p1pp2p1/8/4P3/7P/PnP2PP1/RN3RK1 w - - 4 23,0.2,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8 a7d4,r6r/1pk2q1p/p1pp2p1/8/3QP3/7P/PnP2PP1/RN3RK1 b - - 5 23,0.26,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8 a7d4 h8e8,r3r3/1pk2q1p/p1pp2p1/8/3QP3/7P/PnP2PP1/RN3RK1 w - - 6 24,3.34,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8 a7d4 h8e8 d4b2,r3r3/1pk2q1p/p1pp2p1/8/4P3/7P/PQP2PP1/RN3RK1 b - - 0 24,3.05,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8 a7d4 h8e8 d4b2 e8e4,r7/1pk2q1p/p1pp2p1/8/4r3/7P/PQP2PP1/RN3RK1 w - - 0 25,2.92,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8 a7d4 h8e8 d4b2 e8e4 b2c3,r7/1pk2q1p/p1pp2p1/8/4r3/2Q4P/P1P2PP1/RN3RK1 b - - 1 25,2.51,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8 a7d4 h8e8 d4b2 e8e4 b2c3 a8e8,4r3/1pk2q1p/p1pp2p1/8/4r3/2Q4P/P1P2PP1/RN3RK1 w - - 2 26,2.83,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4 g7g6 g1f3 f8g7 f1c4 e7e6 d2d4 d7d6 d4d5 c8d7 d5e6 d7e6 d1e2 e6c4 e2c4 b8c6 f3g5 d8e7 c4b5 e8c8 c1e3 a7a6 b5b3 g7h6 g5f7 c6a5 b3d5 c7c6 d5a5 e7f7 e3h6 g8h6 e1g1 h6g4 h2h3 g4e5 a5b6 e5c4 b6a7 c4b2 a7a8 c8c7 a8a7 d8a8 a7d4 h8e8 d4b2 e8e4 b2c3 a8e8 b1a3,4r3/1pk2q1p/p1pp2p1/8/4r3/N1Q4P/P1P2PP1/R4RK1 b - - 3 26,2.19,1570,1603,1-0,B06,Modern Defense,60+0,Time forfeit
e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.22,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.22,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0.21,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.34,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,0.1,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0.16,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,0.13,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,0.12,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4,r1bqk2r/pppp1ppp/2n2n2/2b1p3/P1B1P3/3P1N2/1PP2PPP/RNBQK2R b KQkq - 0 5,0.01,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6,r1bqk2r/ppp2ppp/2np1n2/2b1p3/P1B1P3/3P1N2/1PP2PPP/RNBQK2R w KQkq - 0 6,0.19,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3,r1bqk2r/ppp2ppp/2np1n2/2b1p3/P1B1P3/2PP1N2/1P3PPP/RNBQK2R b KQkq - 0 6,0.08,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6,r1bqk2r/1pp2ppp/p1np1n2/2b1p3/P1B1P3/2PP1N2/1P3PPP/RNBQK2R w KQkq - 0 7,0.25,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3,r1bqk2r/1pp2ppp/p1np1n2/2b1p3/P1B1P3/2PP1N1P/1P3PP1/RNBQK2R b KQkq - 0 7,0.22,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6,r2qk2r/1pp2ppp/p1npbn2/2b1p3/P1B1P3/2PP1N1P/1P3PP1/RNBQK2R w KQkq - 1 8,0.37,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4,r2qk2r/1pp2ppp/p1npbn2/2b1p3/PPB1P3/2PP1N1P/5PP1/RNBQK2R b KQkq - 0 8,-0.22,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7,r2qk2r/bpp2ppp/p1npbn2/4p3/PPB1P3/2PP1N1P/5PP1/RNBQK2R w KQkq - 1 9,0.32,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5,r2qk2r/bpp2ppp/p1npbn2/1P2p3/P1B1P3/2PP1N1P/5PP1/RNBQK2R b KQkq - 0 9,-0.49,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5,r2qk2r/bpp2ppp/p2pbn2/nP2p3/P1B1P3/2PP1N1P/5PP1/RNBQK2R w KQkq - 1 10,0.36,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3,r2qk2r/bpp2ppp/p2pbn2/nP2p3/P1B1P3/N1PP1N1P/5PP1/R1BQK2R b KQkq - 2 10,-1.74,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5,r2qk2r/bpp2ppp/3pbn2/np2p3/P1B1P3/N1PP1N1P/5PP1/R1BQK2R w KQkq - 0 11,0.13,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5,r2qk2r/bpp2ppp/3pbn2/nP2p3/2B1P3/N1PP1N1P/5PP1/R1BQK2R b KQkq - 0 11,-2.94,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4,r2qk2r/bpp2ppp/3pbn2/1P2p3/2n1P3/N1PP1N1P/5PP1/R1BQK2R w KQkq - 0 12,-2.87,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4,r2qk2r/bpp2ppp/3pbn2/1P2p3/2N1P3/2PP1N1P/5PP1/R1BQK2R b KQkq - 0 12,-3.44,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4,r2qk2r/bpp2ppp/3p1n2/1P2p3/2b1P3/2PP1N1P/5PP1/R1BQK2R w KQkq - 0 13,-2.89,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3,r2qk2r/bpp2ppp/3p1n2/1P2p3/2b1P3/2PPBN1P/5PP1/R2QK2R b KQkq - 1 13,-4.63,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3,r2qk2r/1pp2ppp/3p1n2/1P2p3/2b1P3/2PPbN1P/5PP1/R2QK2R w KQkq - 0 14,-4.68,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8,R2qk2r/1pp2ppp/3p1n2/1P2p3/2b1P3/2PPbN1P/5PP1/3QK2R b Kk - 0 14,-4.78,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2,R2qk2r/1pp2ppp/3p1n2/1P2p3/2b1P3/2PP1N1P/5bP1/3QK2R w Kk - 0 15,-3.78,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2,R2qk2r/1pp2ppp/3p1n2/1P2p3/2b1P3/2PP1N1P/5KP1/3Q3R b k - 0 15,-3.6,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8,q3k2r/1pp2ppp/3p1n2/1P2p3/2b1P3/2PP1N1P/5KP1/3Q3R w k - 0 16,-3.92,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4,q3k2r/1pp2ppp/3p1n2/1P2p3/2P1P3/2P2N1P/5KP1/3Q3R b k - 0 16,-3.84,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2,4k2r/1pp2ppp/3p1n2/1P2p3/2P1P3/2P2N1P/q4KP1/3Q3R w k - 1 17,-3.74,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2,4k2r/1pp2ppp/3p1n2/1P2p3/2P1P3/2P4P/q2N1KP1/3Q3R b k - 2 17,-3.62,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4,4k2r/1pp2ppp/3p4/1P2p3/2P1n3/2P4P/q2N1KP1/3Q3R w k - 0 18,-3.83,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1,4k2r/1pp2ppp/3p4/1P2p3/2P1n3/2P4P/q2N2P1/3QK2R b k - 1 18,-5.22,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3,4k2r/1pp2ppp/3p4/1P2p3/2P5/2n4P/q2N2P1/3QK2R w k - 0 19,-4.09,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
